source_row_number,date,weightclass,fighter,rank,reason,details
10954,2015-01-05,Middleweight,Costas Philippou,12,unmatched_exact_canonical_name,canonical_candidate_count=0
10972,2015-01-05,Light Heavyweight,Antonio Rogerio Nogueira,14,unmatched_exact_canonical_name,canonical_candidate_count=0
11058,2015-01-20,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
11064,2015-01-20,Bantamweight,Francisco Rivera Jr.,11,unmatched_exact_canonical_name,canonical_candidate_count=0
11119,2015-01-20,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
11129,2015-01-20,Middleweight,Costas Philippou,12,unmatched_exact_canonical_name,canonical_candidate_count=0
11147,2015-01-20,Light Heavyweight,Antonio Rogerio Nogueira,14,unmatched_exact_canonical_name,canonical_candidate_count=0
11233,2015-01-26,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
11239,2015-01-26,Bantamweight,Francisco Rivera Jr.,11,unmatched_exact_canonical_name,canonical_candidate_count=0
11294,2015-01-26,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
11304,2015-01-26,Middleweight,Costas Philippou,12,unmatched_exact_canonical_name,canonical_candidate_count=0
11321,2015-01-26,Light Heavyweight,Antonio Rogerio Nogueira,13,unmatched_exact_canonical_name,canonical_candidate_count=0
11408,2015-02-02,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
11414,2015-02-02,Bantamweight,Francisco Rivera Jr.,11,unmatched_exact_canonical_name,canonical_candidate_count=0
11469,2015-02-02,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
11479,2015-02-02,Middleweight,Costas Philippou,12,unmatched_exact_canonical_name,canonical_candidate_count=0
11496,2015-02-02,Light Heavyweight,Antonio Rogerio Nogueira,13,unmatched_exact_canonical_name,canonical_candidate_count=0
11583,2015-02-16,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
11589,2015-02-16,Bantamweight,Francisco Rivera Jr.,11,unmatched_exact_canonical_name,canonical_candidate_count=0
11644,2015-02-16,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
11654,2015-02-16,Middleweight,Costas Philippou,12,unmatched_exact_canonical_name,canonical_candidate_count=0
11671,2015-02-16,Light Heavyweight,Antonio Rogerio Nogueira,13,unmatched_exact_canonical_name,canonical_candidate_count=0
11758,2015-02-24,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
11764,2015-02-24,Bantamweight,Francisco Rivera Jr.,11,unmatched_exact_canonical_name,canonical_candidate_count=0
11818,2015-02-24,Middleweight,Ronaldo Souza,1,unmatched_exact_canonical_name,canonical_candidate_count=0
11829,2015-02-24,Middleweight,Costas Philippou,12,unmatched_exact_canonical_name,canonical_candidate_count=0
11846,2015-02-24,Light Heavyweight,Antonio Rogerio Nogueira,13,unmatched_exact_canonical_name,canonical_candidate_count=0
11933,2015-03-02,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
11939,2015-03-02,Bantamweight,Francisco Rivera Jr.,11,unmatched_exact_canonical_name,canonical_candidate_count=0
11993,2015-03-02,Middleweight,Ronaldo Souza,1,unmatched_exact_canonical_name,canonical_candidate_count=0
12004,2015-03-02,Middleweight,Costas Philippou,12,unmatched_exact_canonical_name,canonical_candidate_count=0
12021,2015-03-02,Light Heavyweight,Antonio Rogerio Nogueira,13,unmatched_exact_canonical_name,canonical_candidate_count=0
12108,2015-03-16,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
12114,2015-03-16,Bantamweight,Francisco Rivera Jr.,11,unmatched_exact_canonical_name,canonical_candidate_count=0
12168,2015-03-16,Middleweight,Ronaldo Souza,1,unmatched_exact_canonical_name,canonical_candidate_count=0
12179,2015-03-16,Middleweight,Costas Philippou,12,unmatched_exact_canonical_name,canonical_candidate_count=0
12195,2015-03-16,Light Heavyweight,Antonio Rogerio Nogueira,12,unmatched_exact_canonical_name,canonical_candidate_count=0
12283,2015-03-23,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
12289,2015-03-23,Bantamweight,Francisco Rivera Jr.,11,unmatched_exact_canonical_name,canonical_candidate_count=0
12343,2015-03-23,Middleweight,Ronaldo Souza,1,unmatched_exact_canonical_name,canonical_candidate_count=0
12354,2015-03-23,Middleweight,Costas Philippou,12,unmatched_exact_canonical_name,canonical_candidate_count=0
12370,2015-03-23,Light Heavyweight,Antonio Rogerio Nogueira,12,unmatched_exact_canonical_name,canonical_candidate_count=0
12458,2015-04-06,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
12464,2015-04-06,Bantamweight,Francisco Rivera Jr.,11,unmatched_exact_canonical_name,canonical_candidate_count=0
12518,2015-04-06,Middleweight,Ronaldo Souza,1,unmatched_exact_canonical_name,canonical_candidate_count=0
12529,2015-04-06,Middleweight,Costas Philippou,12,unmatched_exact_canonical_name,canonical_candidate_count=0
12545,2015-04-06,Light Heavyweight,Antonio Rogerio Nogueira,12,unmatched_exact_canonical_name,canonical_candidate_count=0
12633,2015-04-13,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
12639,2015-04-13,Bantamweight,Francisco Rivera Jr.,11,unmatched_exact_canonical_name,canonical_candidate_count=0
12693,2015-04-13,Middleweight,Ronaldo Souza,1,unmatched_exact_canonical_name,canonical_candidate_count=0
12704,2015-04-13,Middleweight,Costas Philippou,12,unmatched_exact_canonical_name,canonical_candidate_count=0
12720,2015-04-13,Light Heavyweight,Antonio Rogerio Nogueira,12,unmatched_exact_canonical_name,canonical_candidate_count=0
12808,2015-04-20,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
12814,2015-04-20,Bantamweight,Francisco Rivera Jr.,11,unmatched_exact_canonical_name,canonical_candidate_count=0
12869,2015-04-20,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
12879,2015-04-20,Middleweight,Costas Philippou,12,unmatched_exact_canonical_name,canonical_candidate_count=0
12894,2015-04-20,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
12983,2015-04-27,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
12989,2015-04-27,Bantamweight,Francisco Rivera Jr.,11,unmatched_exact_canonical_name,canonical_candidate_count=0
13044,2015-04-27,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
13054,2015-04-27,Middleweight,Costas Philippou,12,unmatched_exact_canonical_name,canonical_candidate_count=0
13058,2015-04-27,Light Heavyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
13070,2015-04-27,Light Heavyweight,Antonio Rogerio Nogueira,12,unmatched_exact_canonical_name,canonical_candidate_count=0
13158,2015-05-11,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
13164,2015-05-11,Bantamweight,Francisco Rivera Jr.,11,unmatched_exact_canonical_name,canonical_candidate_count=0
13219,2015-05-11,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
13229,2015-05-11,Middleweight,Costas Philippou,12,unmatched_exact_canonical_name,canonical_candidate_count=0
13233,2015-05-11,Light Heavyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
13245,2015-05-11,Light Heavyweight,Antonio Rogerio Nogueira,12,unmatched_exact_canonical_name,canonical_candidate_count=0
13333,2015-05-18,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
13339,2015-05-18,Bantamweight,Francisco Rivera Jr.,11,unmatched_exact_canonical_name,canonical_candidate_count=0
13394,2015-05-18,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
13404,2015-05-18,Middleweight,Costas Philippou,12,unmatched_exact_canonical_name,canonical_candidate_count=0
13408,2015-05-18,Light Heavyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
13420,2015-05-18,Light Heavyweight,Antonio Rogerio Nogueira,12,unmatched_exact_canonical_name,canonical_candidate_count=0
13508,2015-05-25,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
13514,2015-05-25,Bantamweight,Francisco Rivera Jr.,11,unmatched_exact_canonical_name,canonical_candidate_count=0
13569,2015-05-25,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
13579,2015-05-25,Middleweight,Costas Philippou,12,unmatched_exact_canonical_name,canonical_candidate_count=0
13594,2015-05-25,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
13683,2015-06-01,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
13689,2015-06-01,Bantamweight,Francisco Rivera Jr.,11,unmatched_exact_canonical_name,canonical_candidate_count=0
13744,2015-06-01,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
13754,2015-06-01,Middleweight,Costas Philippou,12,unmatched_exact_canonical_name,canonical_candidate_count=0
13769,2015-06-01,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
13858,2015-06-08,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
13863,2015-06-08,Bantamweight,Francisco Rivera Jr.,10,unmatched_exact_canonical_name,canonical_candidate_count=0
13919,2015-06-08,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
13929,2015-06-08,Middleweight,Costas Philippou,12,unmatched_exact_canonical_name,canonical_candidate_count=0
13944,2015-06-08,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
14033,2015-06-15,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
14038,2015-06-15,Bantamweight,Francisco Rivera Jr.,10,unmatched_exact_canonical_name,canonical_candidate_count=0
14094,2015-06-15,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
14104,2015-06-15,Middleweight,Costas Philippou,12,unmatched_exact_canonical_name,canonical_candidate_count=0
14119,2015-06-15,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
14208,2015-06-22,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
14213,2015-06-22,Bantamweight,Francisco Rivera Jr.,10,unmatched_exact_canonical_name,canonical_candidate_count=0
14269,2015-06-22,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
14279,2015-06-22,Middleweight,Costas Philippou,12,unmatched_exact_canonical_name,canonical_candidate_count=0
14294,2015-06-22,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
14383,2015-06-29,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
14388,2015-06-29,Bantamweight,Francisco Rivera Jr.,10,unmatched_exact_canonical_name,canonical_candidate_count=0
14444,2015-06-29,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
14454,2015-06-29,Middleweight,Costas Philippou,12,unmatched_exact_canonical_name,canonical_candidate_count=0
14469,2015-06-29,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
14558,2015-07-13,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
14564,2015-07-13,Bantamweight,Francisco Rivera Jr.,11,unmatched_exact_canonical_name,canonical_candidate_count=0
14619,2015-07-13,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
14644,2015-07-13,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
14733,2015-07-20,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
14738,2015-07-20,Bantamweight,Francisco Rivera Jr.,10,unmatched_exact_canonical_name,canonical_candidate_count=0
14794,2015-07-20,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
14819,2015-07-20,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
14908,2015-07-27,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
14915,2015-07-27,Bantamweight,Francisco Rivera Jr.,12,unmatched_exact_canonical_name,canonical_candidate_count=0
14969,2015-07-27,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
14994,2015-07-27,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
15083,2015-08-03,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
15090,2015-08-03,Bantamweight,Francisco Rivera Jr.,12,unmatched_exact_canonical_name,canonical_candidate_count=0
15144,2015-08-03,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
15169,2015-08-03,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
15258,2015-08-10,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
15265,2015-08-10,Bantamweight,Francisco Rivera Jr.,12,unmatched_exact_canonical_name,canonical_candidate_count=0
15319,2015-08-10,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
15344,2015-08-10,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
15433,2015-08-25,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
15440,2015-08-25,Bantamweight,Francisco Rivera Jr.,12,unmatched_exact_canonical_name,canonical_candidate_count=0
15494,2015-08-25,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
15519,2015-08-25,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
15608,2015-09-07,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
15618,2015-09-07,Bantamweight,Francisco Rivera Jr.,15,unmatched_exact_canonical_name,canonical_candidate_count=0
15669,2015-09-07,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
15694,2015-09-07,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
15783,2015-09-28,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
15792,2015-09-28,Bantamweight,Francisco Rivera Jr.,14,unmatched_exact_canonical_name,canonical_candidate_count=0
15844,2015-09-28,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
15869,2015-09-28,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
15958,2015-10-05,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
15966,2015-10-05,Bantamweight,Francisco Rivera Jr.,13,unmatched_exact_canonical_name,canonical_candidate_count=0
16019,2015-10-05,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
16044,2015-10-05,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
16134,2015-10-26,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
16143,2015-10-26,Bantamweight,Francisco Rivera Jr.,14,unmatched_exact_canonical_name,canonical_candidate_count=0
16195,2015-10-26,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
16220,2015-10-26,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
16312,2015-11-09,Bantamweight,Michael McDonald,8,ambiguous_exact_canonical_name,canonical_candidate_count=2
16318,2015-11-09,Bantamweight,Francisco Rivera Jr.,14,unmatched_exact_canonical_name,canonical_candidate_count=0
16370,2015-11-09,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
16396,2015-11-09,Light Heavyweight,Antonio Rogerio Nogueira,12,unmatched_exact_canonical_name,canonical_candidate_count=0
16487,2015-11-16,Bantamweight,Michael McDonald,8,ambiguous_exact_canonical_name,canonical_candidate_count=2
16493,2015-11-16,Bantamweight,Francisco Rivera Jr.,14,unmatched_exact_canonical_name,canonical_candidate_count=0
16545,2015-11-16,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
16570,2015-11-16,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
16662,2015-11-23,Bantamweight,Michael McDonald,8,ambiguous_exact_canonical_name,canonical_candidate_count=2
16668,2015-11-23,Bantamweight,Francisco Rivera Jr.,14,unmatched_exact_canonical_name,canonical_candidate_count=0
16720,2015-11-23,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
16745,2015-11-23,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
16837,2015-11-30,Bantamweight,Michael McDonald,8,ambiguous_exact_canonical_name,canonical_candidate_count=2
16843,2015-11-30,Bantamweight,Francisco Rivera Jr.,14,unmatched_exact_canonical_name,canonical_candidate_count=0
16895,2015-11-30,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
16920,2015-11-30,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
17012,2015-12-14,Bantamweight,Michael McDonald,8,ambiguous_exact_canonical_name,canonical_candidate_count=2
17018,2015-12-14,Bantamweight,Francisco Rivera Jr.,14,unmatched_exact_canonical_name,canonical_candidate_count=0
17071,2015-12-14,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
17095,2015-12-14,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
17187,2015-12-21,Bantamweight,Michael McDonald,8,ambiguous_exact_canonical_name,canonical_candidate_count=2
17193,2015-12-21,Bantamweight,Francisco Rivera Jr.,14,unmatched_exact_canonical_name,canonical_candidate_count=0
17246,2015-12-21,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
17270,2015-12-21,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
17360,2016-01-04,Bantamweight,Michael McDonald,6,ambiguous_exact_canonical_name,canonical_candidate_count=2
17368,2016-01-04,Bantamweight,Francisco Rivera Jr.,14,unmatched_exact_canonical_name,canonical_candidate_count=0
17421,2016-01-04,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
17445,2016-01-04,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
17535,2016-01-19,Bantamweight,Michael McDonald,6,ambiguous_exact_canonical_name,canonical_candidate_count=2
17544,2016-01-19,Bantamweight,Francisco Rivera Jr.,15,unmatched_exact_canonical_name,canonical_candidate_count=0
17595,2016-01-19,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
17620,2016-01-19,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
17710,2016-02-01,Bantamweight,Michael McDonald,6,ambiguous_exact_canonical_name,canonical_candidate_count=2
17719,2016-02-01,Bantamweight,Francisco Rivera Jr.,15,unmatched_exact_canonical_name,canonical_candidate_count=0
17770,2016-02-01,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
17795,2016-02-01,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
17885,2016-02-08,Bantamweight,Michael McDonald,6,ambiguous_exact_canonical_name,canonical_candidate_count=2
17894,2016-02-08,Bantamweight,Francisco Rivera Jr.,15,unmatched_exact_canonical_name,canonical_candidate_count=0
17945,2016-02-08,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
17970,2016-02-08,Light Heavyweight,Antonio Rogerio Nogueira,11,unmatched_exact_canonical_name,canonical_candidate_count=0
18060,2016-02-23,Bantamweight,Michael McDonald,6,ambiguous_exact_canonical_name,canonical_candidate_count=2
18069,2016-02-23,Bantamweight,Francisco Rivera Jr.,15,unmatched_exact_canonical_name,canonical_candidate_count=0
18120,2016-02-23,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
18144,2016-02-23,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
18235,2016-02-29,Bantamweight,Michael McDonald,6,ambiguous_exact_canonical_name,canonical_candidate_count=2
18295,2016-02-29,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
18319,2016-02-29,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
18410,2016-03-07,Bantamweight,Michael McDonald,6,ambiguous_exact_canonical_name,canonical_candidate_count=2
18470,2016-03-07,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
18494,2016-03-07,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
18585,2016-03-21,Bantamweight,Michael McDonald,6,ambiguous_exact_canonical_name,canonical_candidate_count=2
18645,2016-03-21,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
18669,2016-03-21,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
18761,2016-04-12,Bantamweight,Michael McDonald,6,ambiguous_exact_canonical_name,canonical_candidate_count=2
18821,2016-04-12,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
18845,2016-04-12,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
18936,2016-04-18,Bantamweight,Michael McDonald,6,ambiguous_exact_canonical_name,canonical_candidate_count=2
18996,2016-04-18,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
19020,2016-04-18,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
19111,2016-04-25,Bantamweight,Michael McDonald,6,ambiguous_exact_canonical_name,canonical_candidate_count=2
19171,2016-04-25,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
19195,2016-04-25,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
19286,2016-05-10,Bantamweight,Michael McDonald,6,ambiguous_exact_canonical_name,canonical_candidate_count=2
19346,2016-05-10,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
19370,2016-05-10,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
19461,2016-05-16,Bantamweight,Michael McDonald,6,ambiguous_exact_canonical_name,canonical_candidate_count=2
19521,2016-05-16,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
19545,2016-05-16,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
19635,2016-05-31,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
19696,2016-05-31,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
19720,2016-05-31,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
19810,2016-06-06,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
19872,2016-06-06,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
19895,2016-06-06,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
19985,2016-06-20,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
20047,2016-06-20,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
20070,2016-06-20,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
20160,2016-07-11,Bantamweight,Michael McDonald,5,ambiguous_exact_canonical_name,canonical_candidate_count=2
20222,2016-07-11,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
20245,2016-07-11,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
20337,2016-07-15,Bantamweight,Michael McDonald,7,ambiguous_exact_canonical_name,canonical_candidate_count=2
20398,2016-07-15,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
20421,2016-07-15,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
20513,2016-07-27,Bantamweight,Michael McDonald,7,ambiguous_exact_canonical_name,canonical_candidate_count=2
20573,2016-07-27,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
20596,2016-07-27,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
20688,2016-08-03,Bantamweight,Michael McDonald,7,ambiguous_exact_canonical_name,canonical_candidate_count=2
20748,2016-08-03,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
20771,2016-08-03,Light Heavyweight,Antonio Rogerio Nogueira,10,unmatched_exact_canonical_name,canonical_candidate_count=0
20863,2016-08-09,Bantamweight,Michael McDonald,7,ambiguous_exact_canonical_name,canonical_candidate_count=2
20923,2016-08-09,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
20945,2016-08-09,Light Heavyweight,Antonio Rogerio Nogueira,9,unmatched_exact_canonical_name,canonical_candidate_count=0
21039,2016-08-24,Bantamweight,Michael McDonald,8,ambiguous_exact_canonical_name,canonical_candidate_count=2
21098,2016-08-24,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
21120,2016-08-24,Light Heavyweight,Antonio Rogerio Nogueira,9,unmatched_exact_canonical_name,canonical_candidate_count=0
21214,2016-08-31,Bantamweight,Michael McDonald,8,ambiguous_exact_canonical_name,canonical_candidate_count=2
21273,2016-08-31,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
21295,2016-08-31,Light Heavyweight,Antonio Rogerio Nogueira,9,unmatched_exact_canonical_name,canonical_candidate_count=0
21389,2016-09-05,Bantamweight,Michael McDonald,8,ambiguous_exact_canonical_name,canonical_candidate_count=2
21448,2016-09-05,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
21470,2016-09-05,Light Heavyweight,Antonio Rogerio Nogueira,9,unmatched_exact_canonical_name,canonical_candidate_count=0
21565,2016-09-14,Bantamweight,Michael McDonald,9,ambiguous_exact_canonical_name,canonical_candidate_count=2
