source_row_number,date,weightclass,fighter,rank,reason,details
45913,2020-01-20,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
46043,2020-01-27,Light Heavyweight,Ronaldo Souza,15,unmatched_exact_canonical_name,canonical_candidate_count=0
46089,2020-01-27,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
46248,2020-02-10,Light Heavyweight,Ronaldo Souza,14,unmatched_exact_canonical_name,canonical_candidate_count=0
46295,2020-02-10,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
46454,2020-02-17,Light Heavyweight,Ronaldo Souza,14,unmatched_exact_canonical_name,canonical_candidate_count=0
46503,2020-02-17,Women's Flyweight,Mara Borella,15,unmatched_exact_canonical_name,canonical_candidate_count=0
46662,2020-02-24,Light Heavyweight,Ronaldo Souza,14,unmatched_exact_canonical_name,canonical_candidate_count=0
46712,2020-02-24,Women's Flyweight,Mara Borella,15,unmatched_exact_canonical_name,canonical_candidate_count=0
46760,2020-03-02,Flyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
46870,2020-03-02,Light Heavyweight,Ronaldo Souza,14,unmatched_exact_canonical_name,canonical_candidate_count=0
46967,2020-03-09,Flyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
47077,2020-03-09,Light Heavyweight,Ronaldo Souza,14,unmatched_exact_canonical_name,canonical_candidate_count=0
47174,2020-03-16,Flyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
47284,2020-03-16,Light Heavyweight,Ronaldo Souza,14,unmatched_exact_canonical_name,canonical_candidate_count=0
47381,2020-05-11,Flyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
47588,2020-05-19,Flyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
47604,2020-05-19,Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
47795,2020-06-02,Flyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
47811,2020-06-02,Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
48002,2020-06-08,Flyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
48018,2020-06-08,Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
48209,2020-06-15,Flyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
48225,2020-06-15,Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
48416,2020-06-22,Flyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
48432,2020-06-22,Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
48623,2020-06-29,Flyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
48639,2020-06-29,Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
48830,2020-07-14,Flyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
49961,2020-08-24,Light Heavyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
50168,2020-08-31,Light Heavyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
50375,2020-09-07,Light Heavyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
50582,2020-09-15,Light Heavyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
50789,2020-09-21,Light Heavyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
55286,2021-03-23,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
55493,2021-03-29,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
55700,2021-04-12,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
55907,2021-04-19,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
56114,2021-04-26,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
56321,2021-05-03,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
56528,2021-05-10,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
65015,2022-05-09,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
65223,2022-05-16,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
65430,2022-05-23,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
65637,2022-06-06,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
65844,2022-06-13,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
66051,2022-06-20,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
66258,2022-06-27,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
66466,2022-07-04,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
66674,2022-07-11,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
66881,2022-07-18,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
67088,2022-08-01,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
67295,2022-08-08,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
67502,2022-08-15,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
67709,2022-08-22,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
67916,2022-09-05,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
68123,2022-09-12,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
68331,2022-09-19,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
68539,2022-10-03,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
68746,2022-10-17,Lightweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
70036,2022-12-06,Light Heavyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
70243,2022-12-13,Light Heavyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
70450,2022-12-19,Light Heavyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
70657,2023-01-17,Light Heavyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
70673,2023-01-17,Heavyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
70880,2023-01-24,Heavyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
71087,2023-02-07,Heavyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
71294,2023-02-14,Heavyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
71501,2023-02-20,Heavyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
71708,2023-02-27,Heavyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
72024,2023-03-13,Flyweight,Bruno Gustavo da Silva,15,unmatched_exact_canonical_name,canonical_candidate_count=0
72231,2023-03-21,Flyweight,Bruno Gustavo da Silva,15,unmatched_exact_canonical_name,canonical_candidate_count=0
72437,2023-03-28,Flyweight,Bruno Gustavo da Silva,15,unmatched_exact_canonical_name,canonical_candidate_count=0
72644,2023-04-11,Flyweight,Bruno Gustavo da Silva,15,unmatched_exact_canonical_name,canonical_candidate_count=0
72851,2023-04-18,Flyweight,Bruno Gustavo da Silva,15,unmatched_exact_canonical_name,canonical_candidate_count=0
73058,2023-04-25,Flyweight,Bruno Gustavo da Silva,15,unmatched_exact_canonical_name,canonical_candidate_count=0
73265,2023-05-02,Flyweight,Bruno Gustavo da Silva,15,unmatched_exact_canonical_name,canonical_candidate_count=0
73472,2023-05-09,Flyweight,Bruno Gustavo da Silva,15,unmatched_exact_canonical_name,canonical_candidate_count=0
73679,2023-05-16,Flyweight,Bruno Gustavo da Silva,15,unmatched_exact_canonical_name,canonical_candidate_count=0
73886,2023-05-23,Flyweight,Bruno Gustavo da Silva,15,unmatched_exact_canonical_name,canonical_candidate_count=0
74093,2023-06-06,Flyweight,Bruno Gustavo da Silva,15,unmatched_exact_canonical_name,canonical_candidate_count=0
74652,2023-06-20,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
74859,2023-06-27,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
75066,2023-07-04,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
75273,2023-07-11,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
75480,2023-07-18,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
75689,2023-07-25,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
75896,2023-08-01,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
76103,2023-08-08,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
76310,2023-08-15,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
76517,2023-08-22,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
76723,2023-08-29,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
76929,2023-09-05,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
77135,2023-09-12,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
77341,2023-09-19,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
77547,2023-09-26,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
77753,2023-10-10,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
77959,2023-10-17,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
78165,2023-10-24,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
78371,2023-11-07,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
78577,2023-11-14,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
78783,2023-11-21,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
78989,2023-12-05,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
79195,2023-12-12,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
79402,2023-12-19,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
79608,2024-01-16,Women's Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
83994,2024-07-23,Flyweight,Bruno Gustavo da Silva,14,unmatched_exact_canonical_name,canonical_candidate_count=0
84199,2024-07-30,Flyweight,Bruno Gustavo da Silva,13,unmatched_exact_canonical_name,canonical_candidate_count=0
84405,2024-08-06,Flyweight,Bruno Gustavo da Silva,13,unmatched_exact_canonical_name,canonical_candidate_count=0
84611,2024-08-13,Flyweight,Bruno Gustavo da Silva,13,unmatched_exact_canonical_name,canonical_candidate_count=0
84817,2024-08-20,Flyweight,Bruno Gustavo da Silva,13,unmatched_exact_canonical_name,canonical_candidate_count=0
85023,2024-08-27,Flyweight,Bruno Gustavo da Silva,13,unmatched_exact_canonical_name,canonical_candidate_count=0
85228,2024-09-10,Flyweight,Bruno Gustavo da Silva,12,unmatched_exact_canonical_name,canonical_candidate_count=0
85435,2024-09-17,Flyweight,Bruno Gustavo da Silva,12,unmatched_exact_canonical_name,canonical_candidate_count=0
